haul,haul.number,moc,net.number,date,transect,station,family,genus,species,number.of.individuals.raw,split.multiplier,number.of.individuals.adjusted,volume.filtered.m3,concentration.1000m3,vial.letter,fish.box.location,id.by,notes,,,,
114,114-4-0,4,0,2022/3/7,CM,1,Osmeridae,Osmerid spp.,Osmerid spp.,7,1,7,,#DIV/0!,b,Hatfield,LB,november '24 LB and NH checked E. mordax ID's ,,,,
114,114-4-0,4,0,2022/3/7,CM,1,Pleuronectidae,Parophrys,Parophrys vetulus,2,1,2,,#DIV/0!,c,Hatfield,JI,,,,,
114,114-4-0,4,0,2022/3/7,CM,1,Damaged,Damaged,Damaged,6,1,6,,#DIV/0!,d,Hatfield,JI,,,,,
114,114-4-0,4,0,2022/3/7,CM,1,Pholidae,Apodichthus,Apodichthus flavidus,1,1,1,,#DIV/0!,e,Hatfield,JI,,,,,
114,114-4-0,4,0,2022/3/7,CM,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,7,1,7,,#DIV/0!,f,Hatfield,JI,,,,,
114,0114-4-3,4,3,2022/3/7,CM,1,Liparidae,Liparis,Liparis fucensis,3,1,3,,#DIV/0!,a,Hatfield,JI,,,,,
114,0114-4-3,4,3,2022/3/7,CM,1,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
114,0114-4-3,4,3,2022/3/7,CM,1,Agonidae,Xeneretmus,Xeneretmus spp.,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
114,0114-4-3,4,3,2022/3/7,CM,1,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
114,0114-4-4,4,4,2022/3/7,CM,1,Gadidae,Microgadus,Microgadus proximus,43,1,43,,#DIV/0!,a,Hatfield,JI,,,,,
114,0114-4-4,4,4,2022/3/7,CM,1,Cottidae,Cottid spp.,Cottidae spp.,2,1,2,,#DIV/0!,b,Hatfield,JI,,,,,
114,0114-4-4,4,4,2022/3/7,CM,1,Pleuronectidae,Parophrys,Parophrys vetulus,2,1,2,,#DIV/0!,c,Hatfield,JI,,,,,
114,0114-4-4,4,4,2022/3/7,CM,1,Liparidae,Liparis,Liparis fucensis,2,1,2,,#DIV/0!,d,Hatfield,JI,,,,,
114,0114-4-4,4,4,2022/3/7,CM,1,Damaged,Damaged,Damaged,6,1,6,,#DIV/0!,e,Hatfield,JI,,,,,
114,0114-4-4,4,4,2022/3/7,CM,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,13,1,13,,#DIV/0!,f,Hatfield,JI,,,,,
115,115-1-0,1,0,2022/3/8,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,104,2,208,,#DIV/0!,a,Hatfield,JI,,,,,
115,115-1-0,1,0,2022/3/8,NH,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,2,2,,#DIV/0!,b,Hatfield,JI,,,,,
115,115-1-0,1,0,2022/3/8,NH,4,Unknown,Unknown,Unknown,2,2,4,,#DIV/0!,c,Hatfield,JI,,,,,
115,0115-1-1,1,1,2022/3/8,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,124,1,124,,#DIV/0!,a,Hatfield,JI,,,,,
115,0115-1-1,1,1,2022/3/8,NH,4,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,b,Hatfield,JI,,,,,
115,0115-1-1,1,1,2022/3/8,NH,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
115,0115-1-2,1,2,2022/3/8,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,179,1,179,,#DIV/0!,a,Hatfield,JI,,,,,
115,0115-1-2,1,2,2022/3/8,NH,4,Pleuronectidae,Lyopsetta,Lyopsetta exilis,3,1,3,,#DIV/0!,b,Hatfield,JI,,,,,
115,0115-1-2,1,2,2022/3/8,NH,4,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
115,0115-1-2,1,2,2022/3/8,NH,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,1,2,,#DIV/0!,d,Hatfield,JI,one is just tail,,,,
115,0115-1-2,1,2,2022/3/8,NH,4,Damaged,Damaged,Damaged,2,1,2,,,e,Hatfield,NH,,,,,
115,0115-1-3,1,3,2022/3/8,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,65,1,65,,#DIV/0!,a,Hatfield,JI,,,,,
115,0115-1-3,1,3,2022/3/8,NH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
115,0115-1-3,1,3,2022/3/8,NH,4,Damaged,Damaged,Damaged,3,1,3,,#DIV/0!,c,Hatfield,JI,,,,,
115,0115-1-4,1,4,2022/3/8,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,67,2,134,,#DIV/0!,a,Hatfield,JI,,,,,
115,0115-1-4,1,4,2022/3/8,NH,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,4,2,8,,#DIV/0!,b,Hatfield,JI,,,,,
115,0115-1-4,1,4,2022/3/8,NH,4,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,2,2,,#DIV/0!,c,Hatfield,JI,,,,,
115,0115-1-4,1,4,2022/3/8,NH,4,Damaged,Damaged,Damaged,2,2,4,,#DIV/0!,d,Hatfield,JI,,,,,
115,0115-1-4,1,4,2022/3/8,NH,4,Unknown,Unknown,Unknown,1,2,2,,#DIV/0!,e,Hatfield,JI,,,,,
115,0115-1-4,1,4,2022/3/8,NH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,2,2,,#DIV/0!,f,Hatfield,JI,,,,,
115,115-4-0,4,0,2022/3/8,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,19,1,19,,#DIV/0!,a,Hatfield,JI,,,,,
115,115-4-0,4,0,2022/3/8,NH,4,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
115,115-4-0,4,0,2022/3/8,NH,4,Liparidae,Liparis,Liparis fucensis,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
115,115-4-0,4,0,2022/3/8,NH,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,3,1,3,,#DIV/0!,d,Hatfield,JI,,,,,
115,115-4-0,4,0,2022/3/8,NH,4,Cottidae,Cottid spp.,Cottidae spp.,14,1,14,,#DIV/0!,e,Hatfield,JI,might be sebastes,,,,
115,115-4-0,4,0,2022/3/8,NH,4,Agonidae,Xeneretmus,Xeneretmus latifrons,1,1,1,,#DIV/0!,f,Hatfield,JI,,,,,
115,0115-4-1,4,1,2022/3/8,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,11,1,11,,#DIV/0!,a,Hatfield,JI,,,,,
115,0115-4-2,4,2,2022/3/8,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,7,1,7,,#DIV/0!,a,Hatfield,JI,,,,,
115,0115-4-3,4,3,2022/3/8,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,39,1,39,,#DIV/0!,a,Hatfield,JI,,,,,
115,0115-4-3,4,3,2022/3/8,NH,4,Liparidae,Liparis,Liparis spp.,3,1,3,,#DIV/0!,b,Hatfield,JI,,,,,
115,0115-4-3,4,3,2022/3/8,NH,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
115,0115-4-3,4,3,2022/3/8,NH,4,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
115,0115-4-3,4,3,2022/3/8,NH,4,Unknown,Unknown,Unknown,1,1,1,,#DIV/0!,e,Hatfield,JI,,,,,
115,0115-4-4,4,4,2022/3/8,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,a,Hatfield,JI,,,,,
115,0115-4-4,4,4,2022/3/8,NH,4,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
115,0115-4-4,4,4,2022/3/8,NH,4,Damaged,Damaged,Damaged,51,1,51,,#DIV/0!,c,Hatfield,JI,"desiccated, mostly sebastes",,,,
116,116-1-0,1,0,2022/3/8,NH,5,No fish,No fish,No fish,0,2,0,,#DIV/0!,0,Hatfield,JI,,,,,
116,0116-1-1,1,1,2022/3/8,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
116,0116-1-1,1,1,2022/3/8,NH,5,Damaged,Damaged,Damaged,4,1,4,,#DIV/0!,b,Hatfield,JI,,,,,
116,0116-1-2,1,2,2022/3/8,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,7,1,7,,#DIV/0!,a,Hatfield,JI,,,,,
116,0166-1-2,1,2,2022/3/8,NH,5,Damaged,Damaged,Damaged,1,1,1,,,b,Hatfield,NH,,,,,
116,0116-1-3,1,3,2022/3/8,NH,5,Liparidae,Liparis,Liparis fucensis,1,1,1,,#DIV/0!,a,Hatfield,JI,,,,,
116,0116-1-3,1,3,2022/3/8,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,11,1,11,,#DIV/0!,b,Hatfield,JI,,,,,
116,0116-1-3,1,3,2022/3/8,NH,5,Damaged,Damaged,Damaged,1,1,1,,,c,Hatfield,NH,,,,,
116,0116-1-4,1,4,2022/3/8,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,7,2,14,,#DIV/0!,a,Hatfield,JI,,,,,
116,0116-1-4,1,4,2022/3/8,NH,5,Pleuronectidae,Parophrys,Parophrys vetulus,1,2,2,,#DIV/0!,b,Hatfield,JI,,,,,
116,0116-1-4,1,4,2022/3/8,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,2,2,,#DIV/0!,c,Hatfield,JI,,,,,
116,116-4-0,4,0,2022/3/8,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,9,1,9,,#DIV/0!,a,Hatfield,JI,,,,,
116,116-4-0,4,0,2022/3/8,NH,5,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
116,116-4-0,4,0,2022/3/8,NH,5,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
116,116-4-0,4,0,2022/3/8,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
116,116-4-0,4,0,2022/3/8,NH,5,Pleuronectidae,Microstomus,Microstomus pacificus,1,1,1,,#DIV/0!,e,Hatfield,JI,,,,,
116,116-4-0,4,0,2022/3/8,NH,5,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,1,1,,#DIV/0!,f,Hatfield,JI,,,,,
116,116-4-0,4,0,2022/3/8,NH,5,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,1,1,,#DIV/0!,g,Hatfield,JI,very dark gut,,,,
116,0116-4-1,4,1,2022/3/8,NH,5,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
116,0116-4-2,4,2,2022/3/8,NH,5,Liparidae,Liparis,Liparis spp.,3,1,3,,#DIV/0!,a,Hatfield,JI,,,,,
116,0116-4-2,4,2,2022/3/8,NH,5,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
116,0116-4-3,4,3,2022/3/8,NH,5,Liparidae,Liparis,Liparis spp.,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
116,0116-4-3,4,3,2022/3/8,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,5,1,5,,#DIV/0!,b,Hatfield,JI,,,,,
116,0116-4-3,4,3,2022/3/8,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
116,0116-4-4,4,4,2022/3/8,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,27,1,27,,#DIV/0!,a,Hatfield,JI,,,,,
116,0116-4-4,4,4,2022/3/8,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,1,2,,#DIV/0!,b,Hatfield,JI,,,,,
116,0116-4-4,4,4,2022/3/8,NH,5,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
116,0116-4-4,4,4,2022/3/8,NH,5,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
117,117-1-0,1,0,2022/3/8,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,3,2,6,,#DIV/0!,a,Hatfield,JI,,,,,
117,0117-1-1,1,1,2022/3/8,NH,6,Pleuronectidae,Parophrys,Parophrys vetulus,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
117,0117-1-1,1,1,2022/3/8,NH,6,Unknown,Unknown,Unknown,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
117,0117-1-2,1,2,2022/3/8,NH,6,Liparidae,Liparis,Liparis fucensis,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
117,0117-1-2,1,2,2022/3/8,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
117,0117-1-2,1,2,2022/3/8,NH,6,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
117,0117-1-3,1,3,2022/3/8,NH,6,Stichaeidae,Xiphister,Xiphister atrophurpureus,1,1,1,,#DIV/0!,a,Hatfield,JI,,,,,
117,0117-1-4,1,4,2022/3/8,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,2,4,,#DIV/0!,a,Hatfield,JI,,,,,
117,0117-1-4,1,4,2022/3/8,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,6,2,12,,#DIV/0!,b,Hatfield,JI,,,,,
117,0117-1-4,1,4,2022/3/8,NH,6,Stichaeidae,Xiphister,Xiphister atrophurpureus,1,2,2,,#DIV/0!,c,Hatfield,JI,,,,,
117,0117-1-4,1,4,2022/3/8,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,2,2,,,d,Hatfield,NH,,,,,
117,0117-1-4,1,4,2022/3/8,NH,6,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,2,2,,,e,Hatfield,NH,,,,,
117,117-4-0,4,0,2022/3/8,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,7,1,7,,#DIV/0!,a,Hatfield,JI,,,,,
117,117-4-0,4,0,2022/3/8,NH,6,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,1,1,,#DIV/0!,b,Hatfield,JI,?,,,,
117,0117-4-1,4,1,2022/3/8,NH,6,No fish,No fish,No fish,0,1,0,,#DIV/0!,0,Hatfield,JI,,,,,
117,0117-4-2,4,2,2022/3/8,NH,6,Liparidae,Liparis,Liparis fucensis,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
117,0117-4-3,4,3,2022/3/8,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
117,0117-4-4,4,4,2022/3/8,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,12,1,12,,#DIV/0!,a,Hatfield,JI,,,,,
117,0117-4-4,4,4,2022/3/8,NH,6,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
117,0117-4-4,4,4,2022/3/8,NH,6,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
117,0117-4-4,4,4,2022/3/8,NH,6,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
117,0117-4-4,4,4,2022/3/8,NH,6,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,1,1,,#DIV/0!,e,Hatfield,JI,?,,,,
117,0117-4-4,4,4,2022/3/8,NH,6,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,f,Hatfield,JI,,,,,
117,0117-4-4,4,4,2022/3/8,NH,6,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,1,1,,#DIV/0!,g,Hatfield,JI,,,,,
118,118-1-0,1,0,2022/3/9,NH,1,Scorpaenidae,Sebastes,Sebastes spp.,4,2,8,,#DIV/0!,a,Hatfield,JI,,,,,
118,118-1-0,1,0,2022/3/9,NH,1,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,2,2,,#DIV/0!,b,Hatfield,JI,very tiny,,,,
118,118-1-0,1,0,2022/3/9,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,1,2,2,,#DIV/0!,c,Hatfield,JI,,,,,
118,0118-1-3,1,3,2022/3/9,NH,1,Pleuronectidae,Lyopsetta,Lyopsetta exilis,6,1,6,,#DIV/0!,a,Hatfield,JI,,,,,
118,0118-1-3,1,3,2022/3/9,NH,1,Cottidae,Cottid spp.,Cottidae spp.,2,1,2,,#DIV/0!,b,Hatfield,JI,,,,,
118,0118-1-3,1,3,2022/3/9,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
118,0118-1-3,1,3,2022/3/9,NH,1,Unknown,Unknown,Unknown,4,1,4,,#DIV/0!,d,Hatfield,JI,prob. 3 diff. species,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,1,2,2,,#DIV/0!,a,Hatfield,JI,,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Scorpaenidae,Sebastes,Sebastes spp.,1,2,2,,#DIV/0!,b,Hatfield,JI,,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Cottidae,Cottid spp.,Cottidae spp.,4,2,8,,#DIV/0!,c,Hatfield,JI,?,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Gadidae,Microgadus,Microgadus proximus,1,2,2,,#DIV/0!,d,Hatfield,JI,,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Pholidae,Apodichthus,Apodichthus flavidus,1,2,2,,#DIV/0!,e,Hatfield,JI,,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Damaged,Damaged,Damaged,3,2,6,,#DIV/0!,f,Hatfield,JI,,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,2,4,,#DIV/0!,g,Hatfield,JI,?,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,2,2,4,,#DIV/0!,h,Hatfield,JI,unsure of ID's,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,2,2,4,,#DIV/0!,i,Hatfield,JI,,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Unknown,Unknown,Unknown,2,2,4,,#DIV/0!,j,Hatfield,JI,two species one very tiny,,,,
118,0118-1-4,1,4,2022/3/9,NH,1,Ammodytidae,Ammodytes,Ammodytes spp.,1,2,2,,,k,Hatfield,NH,,,,,
118,118-4-0,4,0,2022/3/9,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,16,1,16,,#DIV/0!,a,Hatfield,JI,,,,,
118,118-4-0,4,0,2022/3/9,NH,1,Damaged,Damaged,Damaged,13,1,13,,#DIV/0!,b,Hatfield,JI,,,,,
118,118-4-0,4,0,2022/3/9,NH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,2,1,2,,#DIV/0!,c,Hatfield,JI,,,,,
118,118-4-0,4,0,2022/3/9,NH,1,Stichaeidae,Xiphister,Xiphister atrophurpureus,3,1,3,,#DIV/0!,d,Hatfield,JI,,,,,
118,118-4-0,4,0,2022/3/9,NH,1,Osmeridae,Osmerid spp.,Osmerid spp.,5,1,5,,#DIV/0!,e,Hatfield,LB,november '24 LB and NH checked E. mordax ID's ,,,,
118,118-4-0,4,0,2022/3/9,NH,1,Gadidae,Microgadus,Microgadus proximus,3,1,3,,#DIV/0!,f,Hatfield,JI,,,,,
118,118-4-0,4,0,2022/3/9,NH,1,Cottidae,Cottid spp.,Cottidae spp.,3,1,3,,#DIV/0!,g,Hatfield,JI,,,,,
118,118-4-0,4,0,2022/3/9,NH,1,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,1,1,,#DIV/0!,h,Hatfield,JI,?,,,,
118,0118-4-3,4,3,2022/3/9,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,9,1,9,,#DIV/0!,a,Hatfield,JI,,,,,
118,0118-4-3,4,3,2022/3/9,NH,1,Damaged,Damaged,Damaged,4,1,4,,#DIV/0!,b,Hatfield,JI,,,,,
118,0118-4-3,4,3,2022/3/9,NH,1,Gadidae,Microgadus,Microgadus proximus,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
118,0118-4-3,4,3,2022/3/9,NH,1,Cottidae,,,1,1,1,,#DIV/0!,d,Hatfield,JI,Malacottus zonurus? - needs added,,,,
118,0118-4-3,4,3,2022/3/9,NH,1,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,e,Hatfield,JI,fish in chaetognath gut,,,,
118,0118-4-3,4,3,2022/3/9,NH,1,Scorpaenidae,Sebastolobus,Sebastolobus spp.,1,1,1,,#DIV/0!,f,Hatfield,JI,?,,,,
118,0118-4-4,4,4,2022/3/9,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,22,1,22,,#DIV/0!,a,Hatfield,JI,,,,,
118,0118-4-4,4,4,2022/3/9,NH,1,Cottidae,Cottid spp.,Cottidae spp.,5,1,5,,#DIV/0!,b,Hatfield,JI,,,,,
118,0118-4-4,4,4,2022/3/9,NH,1,Gadidae,Microgadus,Microgadus proximus,2,1,2,,#DIV/0!,c,Hatfield,JI,,,,,
118,0118-4-4,4,4,2022/3/9,NH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,3,1,3,,#DIV/0!,d,Hatfield,JI,,,,,
118,0118-4-4,4,4,2022/3/9,NH,1,Stichaeidae,Xiphister,Xiphister atrophurpureus,2,1,2,,#DIV/0!,e,Hatfield,JI,,,,,
118,0118-4-4,4,4,2022/3/9,NH,1,Pholidae,Apodichthus,Apodichthus flavidus,2,1,2,,#DIV/0!,f,Hatfield,JI,,,,,
118,0118-4-4,4,4,2022/3/9,NH,1,Damaged,Damaged,Damaged,5,1,5,,#DIV/0!,g,Hatfield,JI,,,,,
118,0118-4-4,4,4,2022/3/9,NH,1,Osmeridae,Osmerid spp.,Osmerid spp.,1,1,1,,#DIV/0!,h,Hatfield,LB,november '24 LB and NH checked E. mordax ID's ,,,,
119,119-1-0,1,0,2022/3/9,NH,2,Agonidae,Xeneretmus,Xeneretmus latifrons,3,2,6,,#DIV/0!,A,Hatfield,NH,,,,,
119,119-1-0,1,0,2022/3/9,NH,2,Ammodytidae,Ammodytes,Ammodytes spp.,3,2,6,,#DIV/0!,B,Hatfield,NH,,,,,
119,119-1-0,1,0,2022/3/9,NH,2,Gadidae,Microgadus,Microgadus proximus,1,2,2,,#DIV/0!,C,Hatfield,NH,,,,,
119,119-1-0,1,0,2022/3/9,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,2,2,,#DIV/0!,D,Hatfield,NH,,,,,
119,119-1-0,1,0,2022/3/9,NH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,2,4,,#DIV/0!,E,Hatfield,NH,,,,,
119,119-1-0,1,0,2022/3/9,NH,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,2,4,,#DIV/0!,F,Hatfield,NH,,,,,
119,119-1-0,1,0,2022/3/9,NH,2,Damaged,Damaged,Damaged,1,2,2,,#DIV/0!,G,Hatfield,NH,,,,,
119,0119-1-3,1,3,2022/3/9,NH,2,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,A,Hatfield,NH,yolk sacks,,,,
119,0119-1-3,1,3,2022/3/9,NH,2,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,B,Hatfield,NH,,,,,
119,0119-1-3,1,3,2022/3/9,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,C,Hatfield,NH,,,,,
119,0119-1-3,1,3,2022/3/9,NH,2,Damaged,Damaged,Damaged,7,1,7,,#DIV/0!,D,Hatfield,NH,,,,,
119,119-1-4p,1,4*,2022/3/9,NH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,6,NA,#VALUE!,,#VALUE!,A,Hatfield,NH,,,,,
119,119-1-4p,1,4*,2022/3/9,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,2,NA,#VALUE!,,#VALUE!,B,Hatfield,NH,,,,,
119,119-1-4p,1,4*,2022/3/9,NH,2,Ammodytidae,Ammodytes,Ammodytes spp.,1,NA,#VALUE!,,#VALUE!,C,Hatfield,NH,,,,,
119,119-1-4p,1,4*,2022/3/9,NH,2,Unknown,Unknown,Unknown,1,NA,#VALUE!,,#VALUE!,D,Hatfield,NH,Stichaeidae? maybe chirolophis,,,,
119,0119-1-4,1,4,2022/3/9,NH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,3,2,6,,,A,Hatfield,NH,,,,,
119,0119-1-4,1,4,2022/3/9,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,2,2,4,,,B,Hatfield,NH,,,,,
119,0119-1-4,1,4,2022/3/9,NH,2,Scorpaenidae,Sebastes,Sebastes spp.,3,2,6,,,C,Hatfield,NH,,,,,
119,0119-1-4,1,4,2022/3/9,NH,2,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,2,4,,,D,Hatfield,NH,,,,,
119,0119-1-4,1,4,2022/3/9,NH,2,Damaged,Damaged,Damaged,1,2,2,,,E,Hatfield,NH,,,,,
119,119-4-0,4,0,2022/3/9,NH,2,Ammodytidae,Ammodytes,Ammodytes spp.,35,1,35,,,A,Hatfield,NH,,,,,
119,119-4-0,4,0,2022/3/9,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,14,1,14,,,B,Hatfield,NH,,,,,
119,119-4-0,4,0,2022/3/9,NH,2,Scorpaenidae,Sebastes,Sebastes spp.,2,1,2,,,C,Hatfield,NH,,,,,
119,119-4-0,4,0,2022/3/9,NH,2,Cottidae,Cottid spp.,Cottid spp. ,1,1,1,,,D,Hatfield,NH,,,,,
119,119-4-0,4,0,2022/3/9,NH,2,Agonidae,Agonidae spp.,Agonidae spp.,2,1,2,,,E,Hatfield,NH,,,,,
119,119-4-0,4,0,2022/3/9,NH,2,Pholidae,Pholidae spp.,Pholidae spp.,1,1,1,,,F,Hatfield,NH,,,,,
119,119-4-0,4,0,2022/3/9,NH,2,Gadidae,Microgadus,Microgadus proximus,2,1,2,,,G,Hatfield,NH,,,,,
119,119-4-0,4,0,2022/3/9,NH,2,Stichaeidae,Chirolophis,Chirolophis spp.,1,1,1,,,H,Hatfield,NH,,,,,
119,119-4-0,4,0,2022/3/9,NH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,3,1,3,,,I,Hatfield,NH,,,,,
119,119-4-0,4,0,2022/3/9,NH,2,Damaged,Damaged,Damaged,2,1,2,,,J,Hatfield,NH,,,,,
119,0119-4-2,4,2,2022/3/9,NH,2,Agonidae,Agonidae spp.,Agonidae spp.,3,1,3,,,A,Hatfield,EC,,,,,
119,0119-4-2,4,2,2022/3/9,NH,2,Ptilichthyidae,Ptilichthys,Ptilichthys goodei,1,1,1,,,B,Hatfield,EC,,,,,
