haul,haul.number,moc,net.number,date,transect,station,family,genus,species,number.of.individuals.raw,split.multiplier,number.of.individuals.adjusted,volume.filtered.m3,concentration.1000m3,vial.letter,fish.box.location,id.by,notes
318,0318-4-4,4,4,2023/2/24,NH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,26,1,26,,#DIV/0!,F,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Agonidae,Agonidae spp.,Agonidae spp.,2,1,2,,#DIV/0!,G,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Osmeridae,Osmerid spp.,Osmerid spp.,108,1,108,,#DIV/0!,H,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,1,1,,#DIV/0!,J,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Ammodytidae,Ammodytes,Ammodytes spp.,46,1,46,,#DIV/0!,K,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Bathymasteridae,Ronquilus,Ronquilus jordani,1,1,1,,#DIV/0!,L,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,1,1,,#DIV/0!,M,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Bathylagidae,Lipolagus,Lipolagus ochotensis,2,1,2,,#DIV/0!,N,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,,,,2,1,2,,#DIV/0!,P,Hatfield,NH+EC,"""Fish in Chaetognath"""
318,0318-4-4,4,4,2023/2/24,NH,1,Liparidae,Liparis,Liparis spp.,19,1,19,,#DIV/0!,Q,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Cottidae,Cottid spp.,Cottidae spp.,7,1,7,,#DIV/0!,R,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Stichaeidae,Chirolophis,Chirolophis spp.,5,1,5,,#DIV/0!,S,Hatfield,NH+EC,
319,319-1-0,1,0,2023/2/24,NH,2,Ammodytidae,Ammodytes,Ammodytes spp.,3,2,6,,#DIV/0!,A,Hatfield,NH,
319,319-1-0,1,0,2023/2/24,NH,2,Liparidae,Liparis,Liparis spp.,1,2,2,,#DIV/0!,B,Hatfield,NH,
319,319-1-0,1,0,2023/2/24,NH,2,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,2,4,,#DIV/0!,C,Hatfield,NH,
319,0319-1-2,1,2,2023/2/24,NH,2,Liparidae,Liparis,Liparis spp.,2,1,2,,#DIV/0!,A,Hatfield,NH,
319,0319-1-2,1,2,2023/2/24,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,B,Hatfield,NH,
319,0319-1-2,1,2,2023/2/24,NH,2,Agonidae,Xeneretmus,Xeneretmus latifrons,1,1,1,,#DIV/0!,C,Hatfield,NH,
319,0319-1-2,1,2,2023/2/24,NH,2,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,D,Hatfield,NH,unpigmented eyes
319,0319-1-2,1,2,2023/2/24,NH,2,Damaged,Damaged,Damaged,4,1,4,,#DIV/0!,E,Hatfield,NH,
319,0319-1-2,1,2,2023/2/24,NH,2,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,F,Hatfield,NH,
319,0319-1-2,1,2,2023/2/24,NH,2,Unknown,Unknown,Unknown,1,1,1,,#DIV/0!,G,Hatfield,NH,"distinct pigment, but no luck with ID"
319,0319-1-3,1,3,2023/2/24,NH,2,Liparidae,Liparis,Liparis spp.,2,1,2,,#DIV/0!,A,Hatfield,NH,
319,0319-1-3,1,3,2023/2/24,NH,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,1,1,1,,#DIV/0!,B,Hatfield,NH,
319,0319-1-3,1,3,2023/2/24,NH,2,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,C,Hatfield,NH,
319,0319-1-3,1,3,2023/2/24,NH,2,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,D,Hatfield,NH,
319,0319-1-4,1,4,2023/2/24,NH,2,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,13,2,26,,#DIV/0!,A,Hatfield,NH,
319,0319-1-4,1,4,2023/2/24,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,2,2,4,,#DIV/0!,B,Hatfield,NH,
319,0319-1-4,1,4,2023/2/24,NH,2,Scorpaenidae,Sebastes,Sebastes spp.,3,2,6,,#DIV/0!,C,Hatfield,NH,
319,0319-4-0,4,0,2023/2/24,NH,2,Ammodytidae,Ammodytes,Ammodytes spp.,32,1,32,,#DIV/0!,A,Hatfield,NH,
319,319-4-0,4,0,2023/2/24,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,10,1,10,,#DIV/0!,B,Hatfield,NH,
319,319-4-0,4,0,2023/2/24,NH,2,Hexagrammidae,Ophiodon,Ophiodon elongatus,1,1,1,,#DIV/0!,C,Hatfield,NH,
319,319-4-0,4,0,2023/2/24,NH,2,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,1,1,,#DIV/0!,D,Hatfield,NH,
319,319-4-0,4,0,2023/2/24,NH,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,1,1,1,,#DIV/0!,E,Hatfield,NH,
319,0319-4-2,4,2,2023/2/24,NH,2,Liparidae,Liparis,Liparis spp.,9,1,9,,#DIV/0!,A,Hatfield,NH,
319,0319-4-2,4,2,2023/2/24,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,B,Hatfield,NH,
319,0319-4-2,4,2,2023/2/24,NH,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,1,1,1,,#DIV/0!,C,Hatfield,NH,
319,0319-4-2,4,2,2023/2/24,NH,2,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,1,1,,#DIV/0!,D,Hatfield,NH,
319,0319-4-2,4,2,2023/2/24,NH,2,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,E,Hatfield,NH,
319,0319-4-3,4,3,2023/2/24,NH,2,Liparidae,Liparis,Liparis spp.,2,1,2,,#DIV/0!,A,Hatfield,NH,
319,0319-4-3,4,3,2023/2/24,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,8,1,8,,#DIV/0!,B,Hatfield,NH,
319,0319-4-4,4,4,2023/2/24,NH,2,Liparidae,Liparis,Liparis spp.,2,1,2,,#DIV/0!,A,Hatfield,NH,
319,0319-4-4,4,4,2023/2/24,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,3,1,3,,#DIV/0!,B,Hatfield,NH,
319,0319-4-4,4,4,2023/2/24,NH,2,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,C,Hatfield,NH,
319,0319-4-4,4,4,2023/2/24,NH,2,Ammodytidae,Ammodytes,Ammodytes spp.,7,1,7,,#DIV/0!,D,Hatfield,NH,
319,0319-4-4,4,4,2023/2/24,NH,2,Hexagrammidae,Ophiodon,Ophiodon elongatus,1,1,1,,#DIV/0!,E,Hatfield,NH,
319,0319-4-4,4,4,2023/2/24,NH,2,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,9,1,9,,#DIV/0!,F,Hatfield,NH,
319,0319-4-4,4,4,2023/2/24,NH,2,Damaged,Damaged,Damaged,4,1,4,,#DIV/0!,G,Hatfield,NH,
320,320-1-0,1,0,2023/2/24,NH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,32,2,64,,#DIV/0!,A,Hatfield,NH,
320,320-1-0,1,0,2023/2/24,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,18,2,36,,#DIV/0!,B,Hatfield,NH,
320,320-1-0,1,0,2023/2/24,NH,3,Damaged,Damaged,Damaged,2,2,4,,#DIV/0!,C,Hatfield,NH,
320,0320-1-1,1,1,2023/2/24,NH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,1,2,,#DIV/0!,A,Hatfield,NH,
320,0320-1-1,1,1,2023/2/24,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,6,1,6,,#DIV/0!,B,Hatfield,NH,
320,0320-1-2,1,2,2023/2/24,NH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,5,1,5,,#DIV/0!,A,Hatfield,NH,
320,0320-1-2,1,2,2023/2/24,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,38,1,38,,#DIV/0!,B,Hatfield,NH,
320,0320-1-2,1,2,2023/2/24,NH,3,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,C,Hatfield,NH,
320,0320-1-2,1,2,2023/2/24,NH,3,Damaged,Damaged,Damaged,3,1,3,,#DIV/0!,D,Hatfield,NH,
320,0320-1-3,1,3,2023/2/24,NH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,29,1,29,,#DIV/0!,A,Hatfield,NH,
320,0320-1-3,1,3,2023/2/24,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,61,1,61,,#DIV/0!,B,Hatfield,NH,
320,0320-1-3,1,3,2023/2/24,NH,3,Pleuronectidae,Parophrys,Parophrys vetulus,4,1,4,,#DIV/0!,C,Hatfield,NH,
320,0320-1-3,1,3,2023/2/24,NH,3,Unknown,Unknown,Unknown,1,1,1,,#DIV/0!,D,Hatfield,NH,
320,0320-1-3,1,3,2023/2/24,NH,3,Damaged,Damaged,Damaged,7,1,7,,#DIV/0!,E,Hatfield,NH,
320,0320-1-4,1,4,2023/2/24,NH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,18,2,36,,#DIV/0!,A,Hatfield,NH,
320,0320-1-4,1,4,2023/2/24,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,27,2,54,,#DIV/0!,B,Hatfield,NH,
320,0320-1-4,1,4,2023/2/24,NH,3,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,2,4,,#DIV/0!,C,Hatfield,NH,
320,0320-1-4,1,4,2023/2/24,NH,3,Damaged,Damaged,Damaged,3,2,6,,#DIV/0!,D,Hatfield,NH,
320,320-4-0,4,0,2023/2/24,NH,3,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,
320,320-4-0,4,0,2023/2/24,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,3,1,3,,#DIV/0!,B,Hatfield,NH,
320,320-4-0,4,0,2023/2/24,NH,3,Hexagrammidae,Ophiodon,Ophiodon elongatus,2,1,2,,#DIV/0!,C,Hatfield,NH,
320,320-4-0,4,0,2023/2/24,NH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,5,1,5,,#DIV/0!,D,Hatfield,NH,
320,320-4-0,4,0,2023/2/24,NH,3,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,E,Hatfield,NH,
320,0320-4-1,4,1,2023/2/24,NH,3,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,
320,0320-4-1,4,1,2023/2/24,NH,3,Unknown,Unknown,Unknown,1,1,1,,#DIV/0!,B,Hatfield,NH,
320,0320-4-2,4,2,2023/2/24,NH,3,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,
320,0320-4-2,4,2,2023/2/24,NH,3,Bathylagidae,Bathylagus,Bathylagus pacificus,1,1,1,,#DIV/0!,B,Hatfield,NH,
320,0320-4-2,4,2,2023/2/24,NH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,21,1,21,,#DIV/0!,C,Hatfield,NH,
320,0320-4-2,4,2,2023/2/24,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,7,1,7,,#DIV/0!,D,Hatfield,NH,
320,0320-4-2,4,2,2023/2/24,NH,3,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,E,Hatfield,NH,
320,0320-4-3,4,3,2023/2/24,NH,3,Hexagrammidae,Ophiodon,Ophiodon elongatus,1,1,1,,#DIV/0!,A,Hatfield,NH,
320,0320-4-3,4,3,2023/2/24,NH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,1,2,,#DIV/0!,B,Hatfield,NH,
320,0320-4-4,4,4,2023/2/24,NH,3,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,1,1,1,,#DIV/0!,A,Hatfield,NH,
320,0320-4-4,4,4,2023/2/24,NH,3,Liparidae,Liparis,Liparis spp.,2,1,2,,#DIV/0!,B,Hatfield,NH,
320,0320-4-4,4,4,2023/2/24,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,12,1,12,,#DIV/0!,C,Hatfield,NH,
320,0320-4-4,4,4,2023/2/24,NH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,31,1,31,,#DIV/0!,D,Hatfield,NH,
320,0320-4-4,4,4,2023/2/24,NH,3,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,E,Hatfield,NH,
320,0320-4-4,4,4,2023/2/24,NH,3,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,F,Hatfield,NH,
321,321-1-0,1,1,2023/2/26,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,11,1,,,,A,Hatfield,NH,
321,321-1-0,1,1,2023/2/26,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,13,1,,,,B,Hatfield,NH,
321,321-1-0,1,1,2023/2/26,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,1,,,,C,Hatfield,NH,
321,321-1-0,1,1,2023/2/26,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,4,1,,,,D,Hatfield,NH,
321,321-1-0,1,1,2023/2/26,HH,4,Damaged,Damaged,Damaged,6,1,,,,E,Hatfield,NH,
321,0321-1-1,1,1,2023/2/26,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,48,1,,,,A,Hatfield,NH,
321,0321-1-1,1,1,2023/2/26,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,2,1,,,,B,Hatfield,NH,
321,0321-1-1,1,1,2023/2/26,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,10,1,,,,C,Hatfield,NH,
321,0321-1-1,1,1,2023/2/26,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,5,1,,,,D,Hatfield,NH,
321,0321-1-1,1,1,2023/2/26,HH,4,Myctophidae,Myctophid ,Myctophid spp.,2,1,,,,E,Hatfield,NH,
321,0321-1-1,1,1,2023/2/26,HH,4,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,,,,F,Hatfield,NH,
321,0321-1-1,1,1,2023/2/26,HH,4,Paralepididae,Lestidiops,Lestidiops ringens,1,1,,,,G,Hatfield,NH,
321,0321-1-1,1,1,2023/2/26,HH,4,Unknown,Unknown,Unknown,1,1,,,,H,Hatfield,NH,Sebastes? ~4mm
321,0321-1-1,1,1,2023/2/26,HH,4,Damaged,Damaged,Damaged,3,1,,,,I,Hatfield,NH,
321,0321-1-2,1,2,2023/2/26,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,5.5,1,,,,A,Hatfield,NH,
321,0321-1-2,1,2,2023/2/26,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,10,1,,,,B,Hatfield,NH,
321,0321-1-2,1,2,2023/2/26,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,5,1,,,,C,Hatfield,NH,
321,0321-1-2,1,2,2023/2/26,HH,4,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,,,,D,Hatfield,NH,
321,0321-1-2,1,2,2023/2/26,HH,4,Paralepididae,Lestidiops,Lestidiops ringens,1,1,,,,E,Hatfield,NH,
321,0321-1-2,1,2,2023/2/26,HH,4,Damaged,Damaged,Damaged,3,1,,,,F,Hatfield,NH,
321,0321-1-3,1,3,2023/2/26,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,27,1,,,,A,Hatfield,NH,
321,0321-1-3,1,3,2023/2/26,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,12,1,,,,B,Hatfield,NH,
321,0321-1-3,1,3,2023/2/26,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,2,1,,,,C,Hatfield,NH,
321,0321-1-3,1,3,2023/2/26,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,2,1,,,,D,Hatfield,NH,
321,0321-1-3,1,3,2023/2/26,HH,4,Damaged,Damaged,Damaged,4,1,,,,E,Hatfield,NH,
321,0321-1-4,1,4,2023/2/26,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,8,2,,,,A,Hatfield,NH,
321,0321-1-4,1,4,2023/2/26,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,15,2,,,,B,Hatfield,NH,
321,0321-1-4,1,4,2023/2/26,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,2,2,,,,C,Hatfield,NH,
321,0321-1-4,1,4,2023/2/26,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,2,,,,D,Hatfield,NH,
321,0321-1-4,1,4,2023/2/26,HH,4,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,2,,,,E,Hatfield,NH,
321,321-4-0,4,0,2023/2/26,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,21,1,,,,A,Hatfield,NH,
321,321-4-0,4,0,2023/2/26,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,40,1,,,,B,Hatfield,NH,
321,321-4-0,4,0,2023/2/26,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,,,,C,Hatfield,NH,
321,321-4-0,4,0,2023/2/26,HH,4,Myctophidae,Protomyctophum,Protomyctophum crockeri,4,1,,,,D,Hatfield,NH,
321,321-4-0,4,0,2023/2/26,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,5,1,,,,E,Hatfield,NH,
321,321-4-0,4,0,2023/2/26,HH,4,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,1,,,,F,Hatfield,NH,
321,321-4-0,4,0,2023/2/26,HH,4,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,1,1,,,,G,Hatfield,NH,
321,321-4-0,4,0,2023/2/26,HH,4,Damaged,Damaged,Damaged,1,1,,,,H,Hatfield,NH,
321,0321-4-1,4,1,2023/2/26,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,33,1,,,,A,Hatfield,NH,
321,0321-4-1,4,1,2023/2/26,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,8,1,,,,B,Hatfield,NH,
321,0321-4-1,4,1,2023/2/26,HH,4,Myctophidae,Protomyctophum,Protomyctophum crockeri,2,1,,,,C,Hatfield,NH,
321,0321-4-1,4,1,2023/2/26,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,,,,D,Hatfield,NH,
321,0321-4-1,4,1,2023/2/26,HH,4,Damaged,Damaged,Damaged,3,1,,,,E,Hatfield,NH,
321,0321-4-2,4,2,2023/2/26,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,2,1,,,,A,Hatfield,NH,
321,0321-4-2,4,2,2023/2/26,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,7,1,,,,B,Hatfield,NH,
321,0321-4-2,4,2,2023/2/26,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,1,,,,C,Hatfield,NH,
321,0321-4-2,4,2,2023/2/26,HH,4,Liparidae,Liparis,Liparis spp.,1,1,,,,D,Hatfield,NH,
321,0321-4-3,4,3,2023/2/26,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,1,,,,A,Hatfield,NH,
321,0321-4-3,4,3,2023/2/26,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,7,1,,,,B,Hatfield,NH,
321,0321-4-3,4,3,2023/2/26,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,1,,,,C,Hatfield,NH,
321,0321-4-3,4,3,2023/2/26,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,1,,,,D,Hatfield,NH,
321,0321-4-4,4,4,2023/2/26,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,4,1,,,,A,Hatfield,NH,
321,0321-4-4,4,4,2023/2/26,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,118,1,,,,B,Hatfield,NH,
321,0321-4-4,4,4,2023/2/26,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,6,1,,,,C,Hatfield,NH,
321,0321-4-4,4,4,2023/2/26,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,4,1,,,,D,Hatfield,NH,
321,0321-4-4,4,4,2023/2/26,HH,4,Liparidae,Liparis,Liparis spp.,1,1,,,,E,Hatfield,NH,
321,0321-4-4,4,4,2023/2/26,HH,4,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,1,,,,F,Hatfield,NH,
321,0321-4-4,4,4,2023/2/26,HH,4,Cottidae,Hemilepidotus,Hemilepidotus spinosus,2,1,,,,G,Hatfield,NH,
321,0321-4-4,4,4,2023/2/26,HH,4,Paralepididae,Lestidiops,Lestidiops ringens,1,1,,,,H,Hatfield,NH,
322,322-1-0,1,0,2023/2/26,HH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,2,,,,A,Hatfield,NH,
322,322-1-0,1,0,2023/2/26,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,9,2,,,,B,Hatfield,NH,
322,322-1-0,1,0,2023/2/26,HH,3,Pleuronectidae,Parophrys,Parophrys vetulus,9,2,,,,C,Hatfield,NH,
322,322-1-0,1,0,2023/2/26,HH,3,Pleuronectidae,Isopsetta,Isopsetta isolepis,2,2,,,,D,Hatfield,NH,
322,322-1-0,1,0,2023/2/26,HH,3,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,2,,,,E,Hatfield,NH,
322,0322-1-1,1,1,2023/2/26,HH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,A,Hatfield,NH,
322,0322-1-1,1,1,2023/2/26,HH,3,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,B,Hatfield,NH,
322,0322-1-1,1,1,2023/2/26,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,10,1,10,,#DIV/0!,C,Hatfield,NH,
322,0322-1-1,1,1,2023/2/26,HH,3,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,D,Hatfield,NH,
322,0322-1-2,1,2,2023/2/26,HH,3,Pleuronectidae,Isopsetta,Isopsetta isolepis,1,1,1,,#DIV/0!,A,Hatfield,NH,
322,0322-1-2,1,2,2023/2/26,HH,3,Pleuronectidae,Parophrys,Parophrys vetulus,14,1,14,,#DIV/0!,B,Hatfield,NH,
322,0322-1-2,1,2,2023/2/26,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,3,1,3,,#DIV/0!,C,Hatfield,NH,
322,0322-1-2,1,2,2023/2/26,HH,3,Ammodytidae,Ammodytes,Ammodytes spp.,1,1,1,,#DIV/0!,D,Hatfield,NH,
322,0322-1-3,1,3,2023/2/26,HH,3,Agonidae,Agonidae spp.,Agonidae spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,
322,0322-1-3,1,3,2023/2/26,HH,3,Pleuronectidae,Parophrys,Parophrys vetulus,9,1,9,,#DIV/0!,B,Hatfield,NH,
322,0322-1-3,1,3,2023/2/26,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,3,1,3,,#DIV/0!,C,Hatfield,NH,
322,0322-1-3,1,3,2023/2/26,HH,3,Liparidae,Liparis,Liparis spp.,2,1,2,,#DIV/0!,D,Hatfield,NH,
322,0322-1-3,1,3,2023/2/26,HH,3,Pleuronectidae,Isopsetta,Isopsetta isolepis,3,1,3,,#DIV/0!,E,Hatfield,NH,
322,0322-1-3,1,3,2023/2/26,HH,3,Cottidae,Cottid spp.,Cottidae spp.,2,1,2,,#DIV/0!,F,Hatfield,NH,
322,0322-1-3,1,3,2023/2/26,HH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,G,Hatfield,NH,
322,0322-1-3,1,3,2023/2/26,HH,3,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,H,Hatfield,NH,
322,0322-1-3,1,3,2023/2/26,HH,3,Damaged,Damaged,Damaged,4,1,4,,#DIV/0!,I,Hatfield,NH,
322,0322-1-4,1,4,2023/2/26,HH,3,Gadidae,Microgadus,Microgadus proximus,1,2,2,,#DIV/0!,A,Hatfield,NH,
322,0322-1-4,1,4,2023/2/26,HH,3,Pleuronectidae,Parophrys,Parophrys vetulus,41,2,82,,#DIV/0!,B,Hatfield,NH,
322,0322-1-4,1,4,2023/2/26,HH,3,Hexagrammidae,Ophiodon,Ophiodon elongatus,1,2,2,,#DIV/0!,C,Hatfield,NH,
322,0322-1-4,1,4,2023/2/26,HH,3,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,2,2,,#DIV/0!,D,Hatfield,NH,
322,0322-1-4,1,4,2023/2/26,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,13,2,26,,#DIV/0!,E,Hatfield,NH,
322,0322-1-4,1,4,2023/2/26,HH,3,Pleuronectidae,Isopsetta,Isopsetta isolepis,6,2,12,,#DIV/0!,F,Hatfield,NH,
322,0322-1-4,1,4,2023/2/26,HH,3,Ammodytidae,Ammodytes,Ammodytes spp.,2,2,4,,#DIV/0!,G,Hatfield,NH,
322,0322-1-4,1,4,2023/2/26,HH,3,Pleuronectidae,Psettichthys,Psettichthys melanostictus,3,2,6,,#DIV/0!,H,Hatfield,NH,
322,0322-1-4,1,4,2023/2/26,HH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,3,2,6,,#DIV/0!,I,Hatfield,NH,
322,0322-1-4,1,4,2023/2/26,HH,3,Damaged,Damaged,Damaged,13,2,26,,#DIV/0!,J,Hatfield,NH,
322,322-4-0,4,0,2023/2/26,HH,3,Ammodytidae,Ammodytes,Ammodytes spp.,"74 (37, 37)",1,,,,"A1, A2",Hatfield,NH,
322,322-4-0,4,0,2023/2/26,HH,3,Pleuronectidae,Parophrys,Parophrys vetulus,23,1,,,,B,Hatfield,NH,
322,322-4-0,4,0,2023/2/26,HH,3,Hexagrammidae,Ophiodon,Ophiodon elongatus,7,1,,,,C,Hatfield,NH,
322,322-4-0,4,0,2023/2/26,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,1,1,,,,D,Hatfield,NH,
322,322-4-0,4,0,2023/2/26,HH,3,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,1,,,,E,Hatfield,NH,
322,322-4-0,4,0,2023/2/26,HH,3,Liparidae,Liparis,Liparis spp.,1,1,,,,F,Hatfield,NH,
322,322-4-0,4,0,2023/2/26,HH,3,Cottidae,Cottid spp.,Cottid spp. ,1,1,,,,G,Hatfield,NH,"some damage, either S. marmoratus or Radulinus sp."
322,0322-4-1,4,1,2023/2/26,HH,3,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,
322,0322-4-1,4,1,2023/2/26,HH,3,Unknown,Unknown,Unknown,1,1,1,,#DIV/0!,B,Hatfield,NH,early development
322,0322-4-2,4,2,2023/2/26,HH,3,Pleuronectidae,Isopsetta,Isopsetta isolepis,3,1,3,,#DIV/0!,A,Hatfield,NH,
322,0322-4-2,4,2,2023/2/26,HH,3,Pleuronectidae,Parophrys,Parophrys vetulus,24,1,24,,#DIV/0!,B,Hatfield,NH,
322,0322-4-2,4,2,2023/2/26,HH,3,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,C,Hatfield,NH,
