Haul.no,Haul,Moc,Net.no,Season,Location,Station,Transect,no.individuals.raw,family,species,split.mult,no.individuals,vial label,volume.filtered.m3,concentration.1000m3,notes
,314,1,0,winter,NH,4,MbN,1,Pleuronectidae,Glyptocephalus zachirus,,1,h,,,
,314,1,0,winter,NH,4,MbN,2,unknown,Unknown,,2,i,,,tiny
,314,1,0,winter,NH,4,MbN,1,unknown,Unknown,,1,j,,,fish in chaetognath
314-1-1,314,1,1,winter,NH,4,MbN,49,Scorpenidae,Sebastes spp.,,49,a,,,
,314,1,1,winter,NH,4,MbN,2,Cyclopteridae,Liparis fucensis,,2,b,,,
,314,1,1,winter,NH,4,MbN,1,Bathylagidae,Lipolagus ochotensis,,1,c,,,
,314,1,1,winter,NH,4,MbN,1,Myctophidae,Protomyctophum crockeri,,1,d,,,
,314,1,1,winter,NH,4,MbN,6,unknown,Damaged,,6,e,,,
,314,1,1,winter,NH,4,MbN,1,unknown,Fish eggs,,1,g,,,
,314,1,1,winter,NH,4,MbN,3,Pleuronectidae,Parophrys vetulus,,3,h,,,
,314,1,1,winter,NH,4,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,i,,,
314-1-2,314,1,2,winter,NH,4,MbN,107,Scorpenidae,Sebastes spp.,,107,a,,,
,314,1,2,winter,NH,4,MbN,10,Myctophidae,Stenobrachius leucopsarus,,10,b,,,
,314,1,2,winter,NH,4,MbN,5,unknown,Damaged,,5,c,,,
,314,1,2,winter,NH,4,MbN,3,Pleuronectidae,Parophrys vetulus,,3,"d,e",,,
314-1-3,314,1,3,winter,NH,4,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,a,,,juvenile
,314,1,3,winter,NH,4,MbN,351,Scorpenidae,Sebastes spp.,,351,b,,,
,314,1,3,winter,NH,4,MbN,13,Myctophidae,Stenobrachius leucopsarus,,13,c,,,
,314,1,3,winter,NH,4,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,d,,,
,314,1,3,winter,NH,4,MbN,1,Bathylagidae,Lipolagus ochotensis,,1,e,,,
,314,1,3,winter,NH,4,MbN,12,unknown,Damaged,,12,f,,,
,314,1,3,winter,NH,4,MbN,3,Paralichthyidae,Citharichthys sordidus,,3,g,,,
,314,1,3,winter,NH,4,MbN,3,Pleuronectidae,Parophrys vetulus,,3,h,,,
,314,1,3,winter,NH,4,MbN,1,unknown,Unknown,,1,i,,,"could be P. vetulus but pigment is a little different, some damage"
,314,1,3,winter,NH,4,MbN,1,Paralepididae,Lestidiops ringens,,1,k,,,
,314,1,3,winter,NH,4,MbN,2,Myctophidae,Diaphus theta,,2,L,,,
314-1-4,314,1,4,winter,NH,4,MbN,287,Scorpenidae,Sebastes spp.,,287,a,,,
,314,1,4,winter,NH,4,MbN,4,unknown,Fish eggs,,4,b,,,
,314,1,4,winter,NH,4,MbN,14,unknown,Damaged,,14,c,,,
,314,1,4,winter,NH,4,MbN,4,Myctophidae,Stenobrachius leucopsarus,,4,d,,,
,314,1,4,winter,NH,4,MbN,7,Paralichthyidae,Citharichthys sordidus,,7,e,,,
314-4-0,314,4,0,winter,NH,4,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,a,,,juvenile
,314,4,0,winter,NH,4,MbN,27,unknown,Fish eggs,,27,b,,,
,314,4,0,winter,NH,4,MbN,7,Scorpenidae,Sebastes spp.,,7,c,,,
,314,4,0,winter,NH,4,MbN,5,Pleuronectidae,Parophrys vetulus,,5,d,,,
,314,4,0,winter,NH,4,MbN,1,Bathylagidae,Lipolagus ochotensis,,1,e,,,
,314,4,0,winter,NH,4,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,f,,,
,314,4,0,winter,NH,4,MbN,2,Pleuronectidae,Glyptocephalus zachirus,,2,g,,,
,314,4,0,winter,NH,4,MbN,1,Paralichthyidae,Citharichthys sordidus,,1,h,,,
,314,4,0,winter,NH,4,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,i,,,
,314,4,0,winter,NH,4,MbN,1,Cyclopteridae,Liparis fucensis,,1,j,,,
,314,4,0,winter,NH,4,MbN,3,unknown,Unknown,,3,k,,,very small and not in great shape
,314,4,0,winter,NH,4,MbN,2,unknown,Damaged,,2,l,,,
314-4-1,314,4,1,winter,NH,4,MbN,5,Myctophidae,Stenobrachius leucopsarus,,5,a,,,juveniles
,314,4,1,winter,NH,4,MbN,7,Scorpenidae,Sebastes spp.,,7,b,,,
,314,4,1,winter,NH,4,MbN,4,Cyclopteridae,Liparis fucensis,,4,c,,,
,314,4,1,winter,NH,4,MbN,1,Pleuronectidae,Parophrys vetulus,,1,d,,,
,314,4,1,winter,NH,4,MbN,5,unknown,Damaged,,5,e,,,
,314,4,1,winter,NH,4,MbN,2,Chauliodontidae,Chauliodus macouni,,2,f,,,
314-4-2,314,4,2,winter,NH,4,MbN,24,Scorpenidae,Sebastes spp.,,24,a,,,
,314,4,2,winter,NH,4,MbN,1,Bathylagidae,Lipolagus ochotensis,,1,b,,,
,314,4,2,winter,NH,4,MbN,2,Myctophidae,Stenobrachius leucopsarus,,2,c,,,
,314,4,2,winter,NH,4,MbN,1,Pleuronectidae,Parophrys vetulus,,1,d,,,
,314,4,2,winter,NH,4,MbN,1,Myctophidae,Protomyctophum crockeri,,1,e,,,
,314,4,2,winter,NH,4,MbN,1,Cyclopteridae,Liparis fucensis,,1,f,,,
,314,4,2,winter,NH,4,MbN,2,Scorpenidae,Sebastes spp.,,2,g,,,in chaetognaths
,314,4,2,winter,NH,4,MbN,2,Myctophidae,Tarletonbeania crenularis,,2,h,,,
,314,4,2,winter,NH,4,MbN,2,unknown,Damaged,,2,j,,,
314-4-3,314,4,3,winter,NH,4,MbN,15,Scorpenidae,Sebastes spp.,,15,a,,,
,314,4,3,winter,NH,4,MbN,4,Myctophidae,Stenobrachius leucopsarus,,4,b,,,
,314,4,3,winter,NH,4,MbN,3,unknown,Fish eggs,,3,c,,,
,314,4,3,winter,NH,4,MbN,3,unknown,Damaged,,3,d,,,
,314,4,3,winter,NH,4,MbN,1,Pleuronectidae,Glyptocephalus zachirus,,1,e,,,
314-4-4,314,4,4,winter,NH,4,MbN,27,unknown,Fish eggs,,27,a,,,
,314,4,4,winter,NH,4,MbN,96,Scorpenidae,Sebastes spp.,,96,b,,,
,314,4,4,winter,NH,4,MbN,3,Bathylagidae,Lipolagus ochotensis,,3,c,,,
,314,4,4,winter,NH,4,MbN,6,unknown,Damaged,,6,d,,,
,314,4,4,winter,NH,4,MbN,2,Myctophidae,Stenobrachius leucopsarus,,2,e,,,
,314,4,4,winter,NH,4,MbN,2,Pleuronectidae,Parophrys vetulus,,2,f,,,
,314,4,4,winter,NH,4,MbN,3,Ammodytidae,Ammodytes spp.,,3,g,,,
,314,4,4,winter,NH,4,MbN,1,Pleuronectidae,Glyptocephalus zachirus,,1,h,,,
,314,4,4,winter,NH,4,MbN,2,Paralichthyidae,Citharichthys sordidus,,2,i,,,
,314,4,4,winter,NH,4,MbN,1,Paralepididae,Lestidiops ringens,,1,j,,,
,314,4,4,winter,NH,4,MbN,1,Cottidae,Scorpaenichthys marmoratus,,1,k,,,
,314,4,4,winter,NH,4,MbN,1,Paralichthyidae,Citharichthys stigmaeus,,1,l,,,
315-1-0,315,1,0,winter,NH,5,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,a,,,juvenile
,315,1,0,winter,NH,5,MbN,23,Scorpenidae,Sebastes spp.,,23,b,,,
,315,1,0,winter,NH,5,MbN,5,unknown,Fish eggs,,5,c,,,
,315,1,0,winter,NH,5,MbN,1,Paralepididae,Lestidiops ringens,,1,d,,,
,315,1,0,winter,NH,5,MbN,7,Myctophidae,Stenobrachius leucopsarus,,7,e,,,
,315,1,0,winter,NH,5,MbN,2,unknown,Damaged,,2,f,,,
,315,1,0,winter,NH,5,MbN,1,Pleuronectidae,Glyptocephalus zachirus,,1,g,,,
,315,1,0,winter,NH,5,MbN,1,Cottidae,Hemilepidotus spinosus,,1,h,,,
315-1-1,315,1,1,winter,NH,5,MbN,9,Myctophidae,Protomyctophum crockeri,,9,a,,,
,315,1,1,winter,NH,5,MbN,8,Myctophidae,Stenobrachius leucopsarus,,8,b,,,
,315,1,1,winter,NH,5,MbN,2,Scorpenidae,Sebastes spp.,,2,c,,,
,315,1,1,winter,NH,5,MbN,1,Chauliodontidae,Chauliodus macouni,,1,d,,,
,315,1,1,winter,NH,5,MbN,1,Bathylagidae,Bathylagus pacificus,,1,e,,,
,315,1,1,winter,NH,5,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,f,,,
,315,1,1,winter,NH,5,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,g,,,juvenile
,315,1,1,winter,NH,5,MbN,1,stomiidae,Unknown,,1,h,,,juvenile dragonfish in jar
,315,1,1,winter,NH,5,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,i,,,juvenile
315-1-2,315,1,2,winter,NH,5,MbN,17,Myctophidae,Stenobrachius leucopsarus,,17,a,,,
,315,1,2,winter,NH,5,MbN,13,Scorpenidae,Sebastes spp.,,13,b,,,
,315,1,2,winter,NH,5,MbN,2,unknown,Damaged,,2,c,,,
,315,1,2,winter,NH,5,MbN,1,Bathylagidae,Lipolagus ochotensis,,1,d,,,
,315,1,2,winter,NH,5,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,e,,,"Juvenile. vial and datasheets say 2 fish, only 1 in vial-NH"
,315,1,2,winter,NH,5,MbN,1,Pleuronectidae,Parophrys vetulus,,1,f,,,
,315,1,2,winter,NH,5,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,g,,,
,315,1,2,winter,NH,5,MbN,1,Pleuronectidae,Lyopsetta exilis,,1,h,,,
315-1-3,315,1,3,winter,NH,5,MbN,46,Scorpenidae,Sebastes spp.,,46,a,,,
,315,1,3,winter,NH,5,MbN,8,Myctophidae,Stenobrachius leucopsarus,,8,b,,,
,315,1,3,winter,NH,5,MbN,2,unknown,Fish eggs,,2,c,,,
,315,1,3,winter,NH,5,MbN,2,unknown,Damaged,,2,d,,,
,315,1,3,winter,NH,5,MbN,3,Pleuronectidae,Parophrys vetulus,,3,e,,,
,315,1,3,winter,NH,5,MbN,1,Bathylagidae,Lipolagus ochotensis,,1,f,,,
,315,1,3,winter,NH,5,MbN,1,Pleuronectidae,Lyopsetta exilis,,1,g,,,
,315,1,3,winter,NH,5,MbN,1,Paralichthyidae,Citharichthys sordidus,,1,h,,,
,315,1,3,winter,NH,5,MbN,1,Cottidae,Scorpaenichthys marmoratus,,1,i,,,
315-1-4,315,1,4,winter,NH,5,MbN,24,Scorpenidae,Sebastes spp.,,24,a,,,
,315,1,4,winter,NH,5,MbN,5,Myctophidae,Stenobrachius leucopsarus,,5,b,,,
,315,1,4,winter,NH,5,MbN,4,unknown,Damaged,,4,c,,,
,315,1,4,winter,NH,5,MbN,2,unknown,Fish eggs,,2,d,,,
,315,1,4,winter,NH,5,MbN,1,Bathylagidae,Lipolagus ochotensis,,1,e,,,
,315,1,4,winter,NH,5,MbN,1,Pleuronectidae,Parophrys vetulus,,1,f,,,
,315,1,4,winter,NH,5,MbN,1,Pleuronectidae,Glyptocephalus zachirus,,1,g,,,
315-4-0,315,4,0,winter,NH,5,MbN,1,stomiidae,Unknown,,1,a,,,juvenile dragon fish
,315,4,0,winter,NH,5,MbN,1,Myctophidae,Diaphus theta,,1,b,,,juvenile
,315,4,0,winter,NH,5,MbN,51,Scorpenidae,Sebastes spp.,,51,c,,,
,315,4,0,winter,NH,5,MbN,12,unknown,Fish eggs,,12,d,,,
,315,4,0,winter,NH,5,MbN,4,Myctophidae,Protomyctophum crockeri,,4,e,,,
,315,4,0,winter,NH,5,MbN,4,Myctophidae,Tarletonbeania crenularis,,4,f,,,
,315,4,0,winter,NH,5,MbN,8,Pleuronectidae,Parophrys vetulus,,8,"g,h",,,
,315,4,0,winter,NH,5,MbN,2,Chauliodontidae,Chauliodus macouni,,2,i,,,
,315,4,0,winter,NH,5,MbN,3,unknown,Damaged,,3,j,,,
,315,4,0,winter,NH,5,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,k,,,juvenile
315-4-1,315,4,1,winter,NH,5,MbN,2,stomiidae,Unknown,,2,a,,,juvenile dragon fish 
,315,4,1,winter,NH,5,MbN,11,Myctophidae,Protomyctophum crockeri,,11,b,,,
,315,4,1,winter,NH,5,MbN,4,Myctophidae,Tarletonbeania crenularis,,4,c,,,
,315,4,1,winter,NH,5,MbN,2,Scorpenidae,Sebastes spp.,,2,d,,,
,315,4,1,winter,NH,5,MbN,2,unknown,Fish eggs,,2,e,,,
,315,4,1,winter,NH,5,MbN,8,unknown,Damaged,,8,f,,,
,315,4,1,winter,NH,5,MbN,4,Chauliodontidae,Chauliodus macouni,,4,g,,,
315-4-2,315,4,2,winter,NH,5,MbN,9,Myctophidae,Stenobrachius leucopsarus,,9,1a,,,
,315,4,2,winter,NH,5,MbN,3,Myctophidae,Stenobrachius leucopsarus,,3,2a,,,juveniles
,315,4,2,winter,NH,5,MbN,16,Scorpenidae,Sebastes spp.,,16,1b,,,
,315,4,2,winter,NH,5,MbN,1,Paralepididae,Lestidiops ringens,,1,2b,,,
,315,4,2,winter,NH,5,MbN,2,unknown,Fish eggs,,2,1c,,,
,315,4,2,winter,NH,5,MbN,4,Myctophidae,Tarletonbeania crenularis,,4,d,,,
,315,4,2,winter,NH,5,MbN,1,Pleuronectidae,Atherestes stomias,,1,1e,,,
,315,4,2,winter,NH,5,MbN,2,Pleuronectidae,Parophrys vetulus,,2,1f,,,
315-4-3,315,4,3,winter,NH,5,MbN,21,Scorpenidae,Sebastes spp.,,21,a,,,
,315,4,3,winter,NH,5,MbN,2,Myctophidae,Stenobrachius leucopsarus,,2,b,,,
,315,4,3,winter,NH,5,MbN,5,Pleuronectidae,Parophrys vetulus,,5,c,,,
,315,4,3,winter,NH,5,MbN,13,unknown,Fish eggs,,13,e,,,
,315,4,3,winter,NH,5,MbN,1,Cottidae,Hemilepidotus spinosus,,1,f,,,
,315,4,3,winter,NH,5,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,g,,,juvenile
,315,4,3,winter,NH,5,MbN,3,unknown,Damaged,,3,h,,,
,315,4,3,winter,NH,5,MbN,3,Pleuronectidae,Lyopsetta exilis,,3,i,,,
,315,4,3,winter,NH,5,MbN,1,Paralepididae,Lestidiops ringens,,1,j,,,
,315,4,3,winter,NH,5,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,k,,,
,315,4,3,winter,NH,5,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,L,,,juvenile
315-4-4,315,4,4,winter,NH,5,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,a,,,juvenile
,315,4,4,winter,NH,5,MbN,78,Scorpenidae,Sebastes spp.,,78,b,,,
,315,4,4,winter,NH,5,MbN,13,unknown,Fish eggs,,13,c,,,
,315,4,4,winter,NH,5,MbN,10,Myctophidae,Stenobrachius leucopsarus,,10,d,,,
,315,4,4,winter,NH,5,MbN,2,Paralepididae,Lestidiops ringens,,2,e,,,
,315,4,4,winter,NH,5,MbN,3,unknown,Damaged,,3,f,,,
,315,4,4,winter,NH,5,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,g,,,
,315,4,4,winter,NH,5,MbN,5,Pleuronectidae,Parophrys vetulus,,5,h,,,
,315,4,4,winter,NH,5,MbN,1,Pleuronectidae,Lyopsetta exilis,,1,i,,,
316-1-0,316,1,0,winter,NH,5,MbD,1,Myctophidae,Stenobrachius leucopsarus,2,2,a,351.6,#REF!,
,316,1,0,winter,NH,5,MbD,1,Myctophidae,Tarletonbeania crenularis,2,2,c,351.6,5.688282139,
,316,1,0,winter,NH,5,MbD,7,Scorpenidae,Sebastes spp.,2,14,b,351.6,39.81797497,
,316,1,0,winter,NH,5,MbD,2,Unknown,Damaged,2,4,d,351.6,11.37656428,
316-1-1,316,1,1,winter,NH,5,MbD,2,Bathylagidae,Lipolagus ochotensis,1,2,e,222.38,8.993614534,
,316,1,1,winter,NH,5,MbD,1,Scorpenidae,Sebastes spp.,1,1,b,222.38,,
,316,1,1,winter,NH,5,MbD,7,Myctophidae,Stenobrachius leucopsarus,1,7,a,222.38,31.47765087,
,316,1,1,winter,NH,5,MbD,8,Myctophidae,Protomyctophum crockeri,1,8,d,222.38,35.97445813,
,316,1,1,winter,NH,5,MbD,7,Myctophidae,Tarletonbeania crenularis,1,7,c,222.38,31.47765087,
,316,1,1,winter,NH,5,MbD,3,Unknown,Damaged,1,3,f,222.38,13.4904218,
316-1-2,316,1,2,winter,NH,5,MbD,2,Bathylagidae,Lipolagus ochotensis,1,2,e,185.83,10.76252489,
,316,1,2,winter,NH,5,MbD,21,Myctophidae,Stenobrachius leucopsarus,1,21,b,185.83,113.0065113,
,316,1,2,winter,NH,5,MbD,1,Myctophidae,Protomyctophum crockeri,1,1,c,185.83,5.381262444,
,316,1,2,winter,NH,5,MbD,5,Myctophidae,Tarletonbeania crenularis,1,5,d,185.83,26.90631222,
,316,1,2,winter,NH,5,MbD,10,Scorpenidae,Sebastes spp.,1,10,a,185.83,53.81262444,
,316,1,2,winter,NH,5,MbD,1,Pleuronectidae,Lyopsetta exilis,1,1,f,185.83,5.381262444,
316-1-3,316,1,3,winter,NH,5,MbD,1,Bathylagidae,Lipolagus ochotensis,1,1,2c,223.27,4.478882071,
,316,1,3,winter,NH,5,MbD,11,Myctophidae,Stenobrachius leucopsarus,1,11,b,223.27,49.26770278,
,316,1,3,winter,NH,5,MbD,16,Scorpenidae,Sebastes spp.,1,16,a,223.27,71.66211314,
,316,1,3,winter,NH,5,MbD,1,Unknown,Damaged,1,1,1c,223.27,4.478882071,
316-1-4,316,1,4,winter,NH,5,MbD,5,Myctophidae,Stenobrachius leucopsarus,2,10,b,187.4,53.36179296,
,316,1,4,winter,NH,5,MbD,7,Scorpenidae,Sebastes spp.,2,14,a,187.4,74.70651014,
,316,1,4,winter,NH,5,MbD,1,Myctophidae,Tarletonbeania crenularis,2,2,c,187.4,10.67235859,
,316,1,4,winter,NH,5,MbD,1,Pleuronectidae,Lyopsetta exilis,2,2,d,187.4,10.67235859,
316-1-4*,316,1,4,winter,NH,5,MbD,1,Scorpenidae,Sebastes spp.,NA,NA,pa,NA,NA,
,316,1,4,winter,NH,5,MbD,1,Unknown,Damaged,NA,NA,pb,NA,NA,
316-4-0,316,4,0,winter,NH,5,MbD,4,Myctophidae,Stenobrachius leucopsarus,1,4,d,1406.38,2.844181516,
,316,4,0,winter,NH,5,MbD,2,Myctophidae,Protomyctophum crockeri,1,2,a,1406.38,1.422090758,
,316,4,0,winter,NH,5,MbD,1,Myctophidae,Tarletonbeania crenularis,1,1,b,1406.38,0.711045379,
,316,4,0,winter,NH,5,MbD,8,Scorpenidae,Sebastes spp.,1,8,c,1406.38,5.688363031,
,316,4,0,winter,NH,5,MbD,3,Unknown,Damaged,1,3,c2,1406.38,2.133136137,
316-4-1,316,4,1,winter,NH,5,MbD,1,Myctophidae,Stenobrachius leucopsarus,1,1,a,889.52,1.124201817,
,316,4,1,winter,NH,5,MbD,7,Myctophidae,Protomyctophum crockeri,1,7,b,889.52,7.869412717,
,316,4,1,winter,NH,5,MbD,7,Myctophidae,Tarletonbeania crenularis,1,7,c,889.52,7.869412717,
,316,4,1,winter,NH,5,MbD,1,Unknown,Damaged,1,1,d,889.52,1.124201817,
,316,4,1,winter,NH,5,MbD,1,Myctophidae,Protomyctophum thompsoni,1,1,e,889.52,1.124201817,
316-4-2,316,4,2,winter,NH,5,MbD,1,Bathylagidae,Lipolagus ochotensis,1,1,d,743.3,1.345351809,
,316,4,2,winter,NH,5,MbD,2,Myctophidae,Stenobrachius leucopsarus,1,2,b,743.3,2.690703619,
,316,4,2,winter,NH,5,MbD,4,Myctophidae,Tarletonbeania crenularis,1,4,c,743.3,5.381407238,
,316,4,2,winter,NH,5,MbD,6,Scorpenidae,Sebastes spp.,1,6,a,743.3,8.072110857,
,316,4,2,winter,NH,5,MbD,1,Pleuronectidae,Glyptocephalus zachirus,1,1,e,743.3,1.345351809,"in very bad shape, 2 pieces"
316-4-3,316,4,3,winter,NH,5,MbD,1,Bathylagidae,Lipolagus ochotensis,1,1,d,893.07,1.119733056,
,316,4,3,winter,NH,5,MbD,3,Myctophidae,Stenobrachius leucopsarus,1,3,c,893.07,3.359199167,
,316,4,3,winter,NH,5,MbD,2,Myctophidae,Tarletonbeania crenularis,1,2,b,893.07,2.239466111,
,316,4,3,winter,NH,5,MbD,18,Scorpenidae,Sebastes spp.,1,18,a,893.07,20.155195,
,316,4,3,winter,NH,5,MbD,1,unknown,Damaged,1,1,e,893.07,1.119733056,
316-4-4,316,4,4,winter,NH,5,MbD,1,Bathylagidae,Lipolagus ochotensis,1,1,d,749.6,1.334044824,
,316,4,4,winter,NH,5,MbD,5,Myctophidae,Stenobrachius leucopsarus,1,5,b,749.6,6.67022412,
,316,4,4,winter,NH,5,MbD,1,Myctophidae,Tarletonbeania crenularis,1,1,c,749.6,1.334044824,
,316,4,4,winter,NH,5,MbD,27,Scorpenidae,Sebastes spp.,1,27,a,749.6,36.01921025,
,316,4,4,winter,NH,5,MbD,2,Cottidae,Hemilepidotus spinosus,1,2,f,749.6,2.668089648,
,316,4,4,winter,NH,5,MbD,1,Myctophidae,Nannobrachium spp.,1,1,h,749.6,1.334044824,
,316,4,4,winter,NH,5,MbD,3,Unknown,Damaged,1,3,g,749.6,4.002134472,
,316,4,4,winter,NH,5,MbD,1,Paralichthyidae,Citharichthys sordidus,1,1,i,749.6,1.334044824,
,316,4,4,winter,NH,5,MbD,1,unknown,Unknown,1,1,j,749.6,1.334044824,
317-1-0,317,1,0,winter,NH,4,MbD,2,Cottidae,Scorpaenichthys marmoratus,1,2,g,322.22,6.206939358,
,317,1,0,winter,NH,4,MbD,16,Myctophidae,Stenobrachius leucopsarus,1,16,b,322.22,49.65551487,
,317,1,0,winter,NH,4,MbD,182,Scorpenidae,Sebastes spp.,1,182,a+d,322.22,564.8314816,d is 1 fish in chaetognath
,317,1,0,winter,NH,4,MbD,1,Cyclopteridae,Liparis fucensis,1,1,e,322.22,3.103469679,
,317,1,0,winter,NH,4,MbD,1,Paralichthyidae,Citharichthys sordidus,1,1,j,322.22,3.103469679,
,317,1,0,winter,NH,4,MbD,1,Pleuronectidae,Glyptocephalus zachirus,1,1,f,322.22,3.103469679,
,317,1,0,winter,NH,4,MbD,1,Pleuronectidae,Lyopsetta exilis,1,1,h,322.22,3.103469679,
,317,1,0,winter,NH,4,MbD,3,Pleuronectidae,Parophrys vetulus,1,3,i,322.22,9.310409037,
,317,1,0,winter,NH,4,MbD,4,Unknown,Unknown,1,4,k,322.22,12.41387872,
,317,1,0,winter,NH,4,MbD,20,Unknown,Damaged,1,20,c,322.22,62.06939358,
317-1-1,317,1,1,winter,NH,4,MbD,1,Myctophidae,Stenobrachius leucopsarus,1,1,c,231.09,4.327318361,
,317,1,1,winter,NH,4,MbD,1,Myctophidae,Protomyctophum crockeri,1,1,b,231.09,4.327318361,
,317,1,1,winter,NH,4,MbD,67,Scorpenidae,Sebastes spp.,1,67,a,231.09,289.9303302,
,317,1,1,winter,NH,4,MbD,1,Pleuronectidae,Parophrys vetulus,1,1,e,231.09,4.327318361,
,317,1,1,winter,NH,4,MbD,1,Unknown,Unknown,1,1,f,231.09,4.327318361,
,317,1,1,winter,NH,4,MbD,2,Unknown,Damaged,1,2,d,231.09,8.654636722,
317-1-2,317,1,2,winter,NH,4,MbD,1,Myctophidae,Stenobrachius leucopsarus,1,1,f,199.89,5.002751513,
,317,1,2,winter,NH,4,MbD,1,Myctophidae,Protomyctophum crockeri,1,1,c,199.89,5.002751513,
,317,1,2,winter,NH,4,MbD,1,Myctophidae,Tarletonbeania crenularis,1,1,e,199.89,#REF!,"ID sheet says 3 fish in vial, but there was only 1"
,317,1,2,winter,NH,4,MbD,44,Scorpenidae,Sebastes spp.,1,44,a,199.89,5.002751513,
,317,1,2,winter,NH,4,MbD,1,Cyclopteridae,Liparis fucensis,1,1,b,199.89,220.1210666,
,317,1,2,winter,NH,4,MbD,2,Unknown,Unknown,1,2,g,199.89,5.002751513,
,317,1,2,winter,NH,4,MbD,5,Unknown,Damaged,1,5,d,199.89,10.00550303,
317-1-3,317,1,3,winter,NH,4,MbD,77,Myctophidae,Stenobrachius leucopsarus,1,77,"b,b2",195.02,25.63839606,
,317,1,3,winter,NH,4,MbD,277,Scorpenidae,Sebastes spp.,1,277,a,195.02,394.8312994,
,317,1,3,winter,NH,4,MbD,8,Cyclopteridae,Liparis fucensis,1,8,c,195.02,1420.367142,
,317,1,3,winter,NH,4,MbD,1,Pleuronectidae,Glyptocephalus zachirus,1,1,d,195.02,41.0214337,
,317,1,3,winter,NH,4,MbD,1,Pleuronectidae,Lyopsetta exilis,1,1,h,195.02,5.127679212,
,317,1,3,winter,NH,4,MbD,1,Pleuronectidae,Parophrys vetulus,1,1,g,195.02,5.127679212,
,317,1,3,winter,NH,4,MbD,1,Unknown,Unknown,1,3,f,195.02,5.127679212,quite small
,317,1,3,winter,NH,4,MbD,7,Unknown,Damaged,1,7,e,195.02,15.38303764,
,317,1,3,winter,NH,4,MbD,1,Unknown,Unknown,1,1,i,195.02,5.127679212,quite small
,317,1,3,winter,NH,4,MbD,1,Unknown,Unknown,1,1,j,195.02,5.127679212,"quite small, looks like G. zachirus but gut is wrong, pigment wrong for B. marginata"
317-1-4,317,1,4,winter,NH,4,MbD,5,Myctophidae,Stenobrachius leucopsarus,2,10,b,237.93,29.42041777,
,317,1,4,winter,NH,4,MbD,34,Scorpenidae,Sebastes spp.,2,68,a,237.93,42.02916824,
,317,1,4,winter,NH,4,MbD,2,Paralichthyidae,Citharichthys sordidus,2,4,c,237.93,285.7983441,
,317,1,4,winter,NH,4,MbD,2,Pleuronectidae,Glyptocephalus zachirus,2,4,e,237.93,16.8116673,
,317,1,4,winter,NH,4,MbD,4,Pleuronectidae,Parophrys vetulus,2,8,f,237.93,16.8116673,
,317,1,4,winter,NH,4,MbD,5,Unknown,Damaged,2,10,d,237.93,33.62333459,
317-1-4*,317,1,4*,winter,NH,4,MbD,2,Myctophidae,Stenobrachius leucopsarus,NA,NA,b,NA,NA,
,317,1,4*,winter,NH,4,MbD,19,Scorpenidae,Sebastes spp.,NA,NA,a,NA,NA,
,317,1,4*,winter,NH,4,MbD,4,Pleuronectidae,Parophrys vetulus,NA,NA,e,NA,NA,
,317,1,4*,winter,NH,4,MbD,1,Unknown,Unknown,NA,NA,d,NA,NA,
,317,1,4*,winter,NH,4,MbD,3,Unknown,Damaged,NA,NA,c,NA,NA,
317-4-0,317,4,0,winter,NH,4,MbD,1,Bathylagidae,Lipolagus ochotensis,1,1,g,1288.86,0.775879459,
,317,4,0,winter,NH,4,MbD,2,Cottidae,Scorpaenichthys marmoratus,1,2,h,1288.86,1.551758919,
,317,4,0,winter,NH,4,MbD,6,Myctophidae,Stenobrachius leucopsarus,1,6,d,1288.86,4.655276756,
,317,4,0,winter,NH,4,MbD,3,Myctophidae,Tarletonbeania crenularis,1,3,e,1288.86,2.327638378,
,317,4,0,winter,NH,4,MbD,12,Scorpenidae,Sebastes spp.,1,12,a,1288.86,9.310553512,
,317,4,0,winter,NH,4,MbD,4,Cyclopteridae,Liparis fucensis,1,4,c,1288.86,3.103517837,
,317,4,0,winter,NH,4,MbD,2,Paralichthyidae,Citharichthys stigmaeus,1,2,m,1288.86,1.551758919,
,317,4,0,winter,NH,4,MbD,1,Pleuronectidae,Glyptocephalus zachirus,1,1,b,1288.86,0.775879459,
,317,4,0,winter,NH,4,MbD,1,Pleuronectidae,Parophrys vetulus,1,1,L,1288.86,0.775879459,
